country,admin_1,lon,lat,total_area,harv_area,curr_yield,max_yield,gw_depth,sw_dist,sw_depth,sw_suit_idx,elevation,awsc,wind_1,wind_2,wind_3,wind_4,wind_5,wind_6,wind_7,wind_8,wind_9,wind_10,wind_11,wind_12,prec_1,prec_2,prec_3,prec_4,prec_5,prec_6,prec_7,prec_8,prec_9,prec_10,prec_11,prec_12,srad_1,srad_2,srad_3,srad_4,srad_5,srad_6,srad_7,srad_8,srad_9,srad_10,srad_11,srad_12,tmax_1,tmax_2,tmax_3,tmax_4,tmax_5,tmax_6,tmax_7,tmax_8,tmax_9,tmax_10,tmax_11,tmax_12,tavg_1,tavg_2,tavg_3,tavg_4,tavg_5,tavg_6,tavg_7,tavg_8,tavg_9,tavg_10,tavg_11,tavg_12,tmin_1,tmin_2,tmin_3,tmin_4,tmin_5,tmin_6,tmin_7,tmin_8,tmin_9,tmin_10,tmin_11,tmin_12
moz,Zambezia,36.54166998,-15.54167001,1384,431.7,4500,6000,23,45776,254,99999,364,160,3.5,3.7,4.4,5.2,5.1,4.8,4.6,4.6,3.7,3.9,3.7,3.7,3.26396,3.26396,4.21299,2.15083,1.36778,0.05,0.063958,0.527014,2.65299,4.68986,2.50938,2.74681,14511,17466,22218,25803,27889,28669,28226,26585,22698,18883,15099,13269,17.946899,20.981899,25.119301,30.477501,35.384998,40.554199,42.980801,42.054298,37.755501,30.623699,23.010401,18.174101,10.4296,13.568,17.5338,22.945999,27.9648,33.004101,34.611698,35.0331,30.745501,23.723301,16.1364,11.5003,3.6194,6.38869,10.0641,15.0413,19.9638,24.8899,28.1644,27.380301,23.136299,16.848801,9.65244,5.45616
moz,Zambezia,36.62500331,-15.54167001,1654,987,4500,6000,45,98912,131,1,364,160,3.5,3.7,4.4,5.2,5.1,4.8,4.6,4.6,3.7,3.9,3.7,3.7,3.26396,3.26396,4.21299,2.15083,1.36778,0.05,0.063958,0.527014,2.65299,4.68986,2.50938,2.74681,14511,17466,22218,25803,27889,28669,28226,26585,22698,18883,15099,13269,17.946899,20.981899,25.119301,30.477501,35.384998,40.554199,42.980801,42.054298,37.755501,30.623699,23.010401,18.174101,10.4296,13.568,17.5338,22.945999,27.9648,33.004101,34.611698,35.0331,30.745501,23.723301,16.1364,11.5003,3.6194,6.38869,10.0641,15.0413,19.9638,24.8899,28.1644,27.380301,23.136299,16.848801,9.65244,5.45616
moz,Zambezia,36.70833664,-15.54167001,671,295.3,4500,6000,9,73395,43,1,366,160,3.4,3.6,4.4,5.3,5.1,4.8,4.6,4.7,3.6,3.8,3.6,3.6,3.26688,3.26688,4.21118,2.16083,1.36722,0.05,0.066875,0.525486,2.64785,4.67514,3.01146,2.75153,14481,17451,22217,25786,27887,28667,28260,26618,22698,18865,15085,13269,17.948099,20.9828,25.120899,30.429199,35.337002,40.556198,42.931599,42.055401,37.757801,30.625999,23.0123,18.175301,10.4291,13.5668,17.5331,22.945499,27.965,33.004501,34.6106,35.032001,30.695499,23.7232,16.1861,11.4999,3.61767,6.38567,10.0618,15.0392,19.961599,24.888399,28.1607,27.425699,23.134399,16.896099,9.6505,5.50501
moz,Zambezia,36.79166998,-15.54167001,855,177.6,4500,6000,5,15033,48,1,364,160,3.5,3.7,4.3,5.2,5.1,4.8,4.6,4.6,3.7,3.9,3.7,3.7,3.26104,3.26104,4.21479,2.14083,1.36833,0.05,0.061042,0.528542,2.65813,4.70458,2.50729,2.74208,14496,17466,22201,25804,27890,28670,28227,26585,22720,18883,15099,13269,17.945601,20.981001,25.117599,30.4757,35.382999,40.552101,42.98,42.103199,37.753101,30.6714,23.0084,18.2229,10.4301,13.5692,17.534599,22.9464,27.964701,33.0037,34.6129,35.034199,30.7456,23.723301,16.1367,11.5006,3.62113,6.34171,10.0663,14.9935,19.9659,24.891399,28.118,27.384899,23.138201,16.8515,9.65438,5.45731
moz,Zambezia,36.87500331,-15.54167001,1253,228.7,4500,6000,22,84226,126,1,368,160,3.4,3.6,4.4,5.3,5.1,4.8,4.6,4.7,3.6,3.8,3.6,3.6,3.26688,3.26688,4.21118,2.16083,1.36722,0.05,0.066875,0.525486,2.64785,4.67514,3.01146,2.75153,14481,17451,22217,25786,27887,28667,28260,26618,22698,18865,15085,13269,17.948099,20.9828,25.120899,30.429199,35.337002,40.556198,42.931599,42.055401,37.757801,30.625999,23.0123,18.175301,10.4291,13.5668,17.5331,22.945499,27.965,33.004501,34.6106,35.032001,30.695499,23.7232,16.1861,11.4999,3.61767,6.38567,10.0618,15.0392,19.961599,24.888399,28.1607,27.425699,23.134399,16.896099,9.6505,5.50501
moz,Zambezia,36.95833664,-15.54167001,1556,243,4500,6000,37,86858,128,1,362,160,3.5,3.7,4.4,5.2,5.1,4.8,4.6,4.6,3.7,3.9,3.7,3.7,3.26396,3.26396,4.21299,2.15083,1.36778,0.05,0.063958,0.527014,2.65299,4.68986,2.50938,2.74681,14511,17466,22218,25803,27889,28669,28226,26585,22698,18883,15099,13269,17.946899,20.981899,25.119301,30.477501,35.384998,40.554199,42.980801,42.054298,37.755501,30.623699,23.010401,18.174101,10.4296,13.568,17.5338,22.945999,27.9648,33.004101,34.611698,35.0331,30.745501,23.723301,16.1364,11.5003,3.6194,6.38869,10.0641,15.0413,19.9638,24.8899,28.1644,27.380301,23.136299,16.848801,9.65244,5.45616
moz,Zambezia,37.04166998,-15.54167001,1848,333.5,4500,6000,45,3602,135,99999,363,160,3.5,3.7,4.4,5.2,5.1,4.8,4.6,4.6,3.7,3.9,3.7,3.7,3.26396,3.26396,4.21299,2.15083,1.36778,0.05,0.063958,0.527014,2.65299,4.68986,2.50938,2.74681,14511,17466,22218,25803,27889,28669,28226,26585,22698,18883,15099,13269,17.946899,20.981899,25.119301,30.477501,35.384998,40.554199,42.980801,42.054298,37.755501,30.623699,23.010401,18.174101,10.4296,13.568,17.5338,22.945999,27.9648,33.004101,34.611698,35.0331,30.745501,23.723301,16.1364,11.5003,3.6194,6.38869,10.0641,15.0413,19.9638,24.8899,28.1644,27.380301,23.136299,16.848801,9.65244,5.45616
moz,Zambezia,37.12500331,-15.54167001,2367,516.1,4500,6000,42,69354,211,1,365,160,3.5,3.7,4.4,5.2,5.1,4.8,4.6,4.6,3.7,3.9,3.7,3.7,3.26396,3.26396,4.21299,2.15083,1.36778,0.05,0.063958,0.527014,2.65299,4.68986,2.50938,2.74681,14511,17466,22218,25803,27889,28669,28226,26585,22698,18883,15099,13269,17.946899,20.981899,25.119301,30.477501,35.384998,40.554199,42.980801,42.054298,37.755501,30.623699,23.010401,18.174101,10.4296,13.568,17.5338,22.945999,27.9648,33.004101,34.611698,35.0331,30.745501,23.723301,16.1364,11.5003,3.6194,6.38869,10.0641,15.0413,19.9638,24.8899,28.1644,27.380301,23.136299,16.848801,9.65244,5.45616
moz,Zambezia,37.20833664,-15.54167001,2474,524.3,4500,6000,46,5814,60,1,362,160,3.4,3.6,4.2,5.3,5.2,4.8,4.6,4.7,3.6,3.8,3.6,3.6,3.23071,3.23071,4.21357,2.15283,1.36478,0.05,0.070708,0.516431,2.60357,4.63703,2.49096,2.75631,14474,17455,22186,25789,27908,28665,28224,26619,22702,18870,15093,13261,17.9671,21.005899,25.1947,30.5049,35.412498,40.581402,42.953999,42.077499,37.732899,30.6518,23.0352,18.194599,10.4978,13.639,17.605,22.9688,27.9893,33.077499,34.682201,35.054401,30.769699,23.7978,16.2071,11.5692,3.68403,6.45445,10.1304,15.0591,19.9823,24.958099,28.23,27.496,23.2043,16.9655,9.76726,5.57266
moz,Zambezia,37.29166998,-15.54167001,2046,464.2,4500,6000,8,41851,11,1,359,160,3.4,4,4.2,5.3,5.2,4.6,4.6,4.6,4,3.5,3.6,3.6,3.22421,3.22421,4.21696,2.13017,1.36767,0.05,0.064208,0.519708,2.61363,4.66692,2.48746,2.74642,14474,17486,22187,25790,27935,28637,28225,26586,22724,18852,15093,13246,17.964399,21.0539,25.1912,30.5012,35.408298,40.626999,43.002201,42.125099,37.778,30.697001,23.031099,18.191999,10.4489,13.5915,17.6066,22.9697,27.989,33.076698,34.684502,35.056599,30.769699,23.7978,16.2078,11.5201,3.63797,6.41088,10.1351,15.0636,19.986799,24.961201,28.187401,27.4555,23.2083,16.9711,9.72141,5.52536
moz,Zambezia,37.37500331,-15.54167001,1222,296.3,4500,6000,19,29112,163,99999,363,160,3.4,3.7,4.3,5.3,5.2,4.8,4.6,4.6,3.7,3.8,3.5,3.5,3.21667,3.21667,4.20917,2.14939,1.36572,0.05,0.071069,0.515361,2.08797,4.61513,2.98642,2.75844,14478,17473,22205,25790,27906,28663,28223,26584,22725,18872,15083,13264,17.9776,21.068199,25.2073,30.518101,35.425301,40.594002,42.965302,42.088699,37.795502,30.665001,23.0476,18.2052,10.5086,13.6513,17.667601,22.9821,28.002899,33.090302,34.694698,35.0672,30.7836,23.8118,16.2194,11.5801,3.69386,6.46586,10.1922,15.122,20.046101,24.9708,28.242901,27.509899,23.2181,16.9786,9.77825,5.58266
moz,Zambezia,37.45833664,-15.54167001,458,101.4,4500,6000,23,62085,269,99999,360,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,37.54166998,-15.54167001,315,56.9,4500,6000,34,38675,138,1,360,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,37.62500331,-15.54167001,365,66.3,4500,6000,5,66209,71,1,355,160,3.5,4,4.3,5.3,5.3,4.6,4.6,4.6,4,3.8,3.6,3.6,3.20667,3.20667,4.21417,2.11506,1.37039,0.05,0.061153,0.520194,2.10314,4.65987,2.48192,2.74378,14507,17488,22206,25775,27958,28637,28259,26586,22747,18873,15097,13279,18.0233,21.065001,25.2519,30.5625,35.468899,40.637402,43.012501,42.135101,37.788101,30.707701,23.0413,18.251101,10.5102,13.655,17.6199,22.9834,28.0023,33.089001,34.698002,35.1203,30.7836,23.8118,16.220301,11.5814,3.69983,6.47548,10.1493,15.0787,20.002701,24.975401,28.253799,27.4739,23.224001,16.987,9.73449,5.53684
moz,Zambezia,37.70833664,-15.54167001,1047,300.7,4500,6000,16,43389,111,1,359,160,3.5,4,4.3,5.3,5.3,4.6,4.6,4.6,4,3.8,3.6,3.6,3.20667,3.20667,4.21417,2.11506,1.37039,0.05,0.061153,0.520194,2.10314,4.65987,2.48192,2.74378,14507,17488,22206,25775,27958,28637,28259,26586,22747,18873,15097,13279,18.0233,21.065001,25.2519,30.5625,35.468899,40.637402,43.012501,42.135101,37.788101,30.707701,23.0413,18.251101,10.5102,13.655,17.6199,22.9834,28.0023,33.089001,34.698002,35.1203,30.7836,23.8118,16.220301,11.5814,3.69983,6.47548,10.1493,15.0787,20.002701,24.975401,28.253799,27.4739,23.224001,16.987,9.73449,5.53684
moz,Zambezia,37.79166998,-15.54167001,1846,780.3,4500,6000,25,97474,8,99999,357,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,37.95833664,-15.54167001,725,140.9,4500,6000,27,6556,216,1,358,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,38.04166998,-15.54167001,963,205.1,4500,6000,20,79397,180,99999,360,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,38.12500331,-15.54167001,991,221.7,4500,6000,47,54119,147,1,360,160,3.5,4,4.3,5.3,5.3,4.6,4.6,4.6,4,3.8,3.6,3.6,3.20667,3.20667,4.21417,2.11506,1.37039,0.05,0.061153,0.520194,2.10314,4.65987,2.48192,2.74378,14507,17488,22206,25775,27958,28637,28259,26586,22747,18873,15097,13279,18.0233,21.065001,25.2519,30.5625,35.468899,40.637402,43.012501,42.135101,37.788101,30.707701,23.0413,18.251101,10.5102,13.655,17.6199,22.9834,28.0023,33.089001,34.698002,35.1203,30.7836,23.8118,16.220301,11.5814,3.69983,6.47548,10.1493,15.0787,20.002701,24.975401,28.253799,27.4739,23.224001,16.987,9.73449,5.53684
moz,Zambezia,38.20833664,-15.54167001,947,210.4,4500,6000,37,63814,270,1,360,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,38.29166997,-15.54167001,611,117.6,4500,6000,36,54988,262,99999,357,160,3.5,4,4.3,5.3,5.3,4.6,4.6,4.6,4,3.8,3.6,3.6,3.20667,3.20667,4.21417,2.11506,1.37039,0.05,0.061153,0.520194,2.10314,4.65987,2.48192,2.74378,14507,17488,22206,25775,27958,28637,28259,26586,22747,18873,15097,13279,18.0233,21.065001,25.2519,30.5625,35.468899,40.637402,43.012501,42.135101,37.788101,30.707701,23.0413,18.251101,10.5102,13.655,17.6199,22.9834,28.0023,33.089001,34.698002,35.1203,30.7836,23.8118,16.220301,11.5814,3.69983,6.47548,10.1493,15.0787,20.002701,24.975401,28.253799,27.4739,23.224001,16.987,9.73449,5.53684
moz,Zambezia,38.37500331,-15.54167001,796,202.8,4500,6000,18,56565,29,99999,360,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,35.87500331,-15.62500335,1651,483.2,4500,6000,28,79862,12,1,359,160,3.5,4,4.3,5.3,5.3,4.6,4.6,4.6,4,3.8,3.6,3.6,3.20667,3.20667,4.21417,2.11506,1.37039,0.05,0.061153,0.520194,2.10314,4.65987,2.48192,2.74378,14507,17488,22206,25775,27958,28637,28259,26586,22747,18873,15097,13279,18.0233,21.065001,25.2519,30.5625,35.468899,40.637402,43.012501,42.135101,37.788101,30.707701,23.0413,18.251101,10.5102,13.655,17.6199,22.9834,28.0023,33.089001,34.698002,35.1203,30.7836,23.8118,16.220301,11.5814,3.69983,6.47548,10.1493,15.0787,20.002701,24.975401,28.253799,27.4739,23.224001,16.987,9.73449,5.53684
moz,Zambezia,35.95833664,-15.62500335,537,113.4,4500,6000,12,20317,147,99999,359,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,36.04166998,-15.62500335,1059,195.6,4500,6000,17,96581,203,1,360,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,36.12500331,-15.62500335,1215,158.9,4500,6000,44,69925,147,99999,362,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,36.20833664,-15.62500335,1225,210.9,4500,6000,20,58261,64,99999,358,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,36.29166998,-15.62500335,1150,147.7,4500,6000,10,78983,47,1,358,160,3.5,4,4.3,5.3,5.3,4.6,4.6,4.6,4,3.8,3.6,3.6,3.20667,3.20667,4.21417,2.11506,1.37039,0.05,0.061153,0.520194,2.10314,4.65987,2.48192,2.74378,14507,17488,22206,25775,27958,28637,28259,26586,22747,18873,15097,13279,18.0233,21.065001,25.2519,30.5625,35.468899,40.637402,43.012501,42.135101,37.788101,30.707701,23.0413,18.251101,10.5102,13.655,17.6199,22.9834,28.0023,33.089001,34.698002,35.1203,30.7836,23.8118,16.220301,11.5814,3.69983,6.47548,10.1493,15.0787,20.002701,24.975401,28.253799,27.4739,23.224001,16.987,9.73449,5.53684
moz,Zambezia,36.37500331,-15.62500335,1544,439.8,4500,6000,33,28116,14,99999,358,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,36.45833664,-15.62500335,1497,318.9,4500,6000,26,17817,292,1,360,160,3.5,4,4.3,5.3,5.3,4.6,4.6,4.6,4,3.8,3.6,3.6,3.20667,3.20667,4.21417,2.11506,1.37039,0.05,0.061153,0.520194,2.10314,4.65987,2.48192,2.74378,14507,17488,22206,25775,27958,28637,28259,26586,22747,18873,15097,13279,18.0233,21.065001,25.2519,30.5625,35.468899,40.637402,43.012501,42.135101,37.788101,30.707701,23.0413,18.251101,10.5102,13.655,17.6199,22.9834,28.0023,33.089001,34.698002,35.1203,30.7836,23.8118,16.220301,11.5814,3.69983,6.47548,10.1493,15.0787,20.002701,24.975401,28.253799,27.4739,23.224001,16.987,9.73449,5.53684
moz,Zambezia,36.54166998,-15.62500335,1358,291.9,4500,6000,31,49097,193,1,360,160,3.5,4,4.3,5.3,5.3,4.6,4.6,4.6,4,3.8,3.6,3.6,3.20667,3.20667,4.21417,2.11506,1.37039,0.05,0.061153,0.520194,2.10314,4.65987,2.48192,2.74378,14507,17488,22206,25775,27958,28637,28259,26586,22747,18873,15097,13279,18.0233,21.065001,25.2519,30.5625,35.468899,40.637402,43.012501,42.135101,37.788101,30.707701,23.0413,18.251101,10.5102,13.655,17.6199,22.9834,28.0023,33.089001,34.698002,35.1203,30.7836,23.8118,16.220301,11.5814,3.69983,6.47548,10.1493,15.0787,20.002701,24.975401,28.253799,27.4739,23.224001,16.987,9.73449,5.53684
moz,Zambezia,36.62500331,-15.62500335,804,273.4,4500,6000,11,17940,240,1,359,160,3.5,4,4.3,5.3,5.3,4.6,4.6,4.6,4,3.8,3.6,3.6,3.20667,3.20667,4.21417,2.11506,1.37039,0.05,0.061153,0.520194,2.10314,4.65987,2.48192,2.74378,14507,17488,22206,25775,27958,28637,28259,26586,22747,18873,15097,13279,18.0233,21.065001,25.2519,30.5625,35.468899,40.637402,43.012501,42.135101,37.788101,30.707701,23.0413,18.251101,10.5102,13.655,17.6199,22.9834,28.0023,33.089001,34.698002,35.1203,30.7836,23.8118,16.220301,11.5814,3.69983,6.47548,10.1493,15.0787,20.002701,24.975401,28.253799,27.4739,23.224001,16.987,9.73449,5.53684
moz,Zambezia,36.70833664,-15.62500335,234,64.3,4500,6000,32,36461,87,99999,357,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,36.79166998,-15.62500335,401,68.3,4500,6000,24,24339,196,1,360,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,36.87500331,-15.62500335,1043,233,4500,6000,10,4633,64,1,359,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,36.95833664,-15.62500335,1770,344.9,4500,6000,25,18198,147,99999,358,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
moz,Zambezia,37.04166998,-15.62500335,2207,286,4500,6000,46,69742,133,99999,359,160,3.5,4,4.3,5.3,5.2,4.8,4.6,4.6,4,3.8,3.6,3.6,3.21,3.21,4.2125,2.1265,1.36883,0.05,0.064458,0.518583,2.09808,4.64496,2.48342,2.74867,14507,17488,22206,25774,27933,28666,28224,26585,22747,18873,15097,13279,18.0247,21.066099,25.203699,30.514299,35.421101,40.639599,43.013401,42.136299,37.790501,30.710199,23.0434,18.252501,10.5097,13.6538,17.6192,22.982901,28.002501,33.089401,34.696899,35.119202,30.7836,23.8118,16.219999,11.5809,3.69784,6.47227,10.147,15.0764,20.0005,24.9739,28.2502,27.519199,23.222099,16.9842,9.73241,5.58545
